241083; Boite_de_chocolat; tablette; crème,poudre de lait entier,pâte de cacao,sucre,lécithine de soja, vanille,amandes,framboise,miel de sarrasin,thé,café,orange,noisette,vinaigre balsamique,fleur de sel, et alcool (bailley's, amarula,bière et tia maria)
241084; Pates_aux_oeufs; frigo;  semoule de blé dur, oeuf
241085; Pates_fraiches_aux_poivrons_oranges; frigo; semoule de blé dur, poivrons orangés
241086; Pates_fraiches_aux_epinards; frigo; semoule de blé dur, épinards 
241088; Ravioli_agneau_pommes_et_fromage_Bleu; congelo; semoule de blé dur, agneau, pomme, fromage bleu, oeufs, chapelure de pain,sel,poivre
241092; Ravioli_au_veau; congelo; semoule de blé dur, veau, oeufs, chapelure de pain,sel,poivre
241108; Terrines_de_pintade_aux_abricots; congelo; pintade,abricots, épices, nitrite, substance laitière
241116; Viande_hachee_veau; congelo; veau
241127; Yogourt_Cafe; frigo; lait de chèvre pasteurisé, sucre de canne roux, extrait de café, ferment
241129; Supreme_de_faisan; congelo; faisan
241133; Supreme_de_pintade; congelo; pintade
243009; Miel_brut; tablette; miel brut\

243043; Pain_de_sucre_mou; frigo; sirop d'érable
243045; Sirop_de_fleurs_de_Pissenlit; tablette; fleurs de pissenlit, sucre brun de canne, eau, pectine et acide ascorbique
243049; Tartinade_rameaux_de_Cedre_des_bois_et_clementine; tablette; décoction de rameaux de cèdre, eau, sucre de canne brun, agar-agar et acide citrique
243052; Sirop_de_fleurs_dAcacia; tablette; concentré de fleurs d'acacia, eau, sucre brun de canne, pectine et acide ascorbique
243053; Sirop_de_Sapin_Epinette_et_Vinaigrier; tablette; rameaux de sapin, rameaux d'épinette noire, fruit de vinaigrier, eau, sucre brun de canne et acide ascorbique
243064; Aiguillettes_de_canard; congelo; canard
243068; Tarte_aux_framboises_cuite; frigo; ingrédients: framboises, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. 
243070; Tarte_aux_pommes_et_au_sucre_a_la_creme_cuite; frigo; pommes, sirop d'érable, crème, sucre, amidon. coute: farine de blé enrichie, graisse végétale, eau, oeuf, lait, vinaigre, sel. 
243075; MACARONI_CHINOIS_AU_TOFU; congelo; macaroni, tofu, oignons, sauce soya, rutabaga, céleri, poivron vert, mélasse, huile d'olive, ail, aromates
243077; Petits_pains_farcis_a_la_viande; congelo; boeuf, oignon, ketchup, aromates, huile, pain blanc
243079; Pate_chinois_de_grand_mere; congelo; pommes de terre, boeuf, maïs grains et crème, oignons, lait, ail, huile olive, aromates 
243080; QUICHE_VEGETARIENNE; congelo; oeufs, lait, fromage, oignon, oignon vert, poivron, croûte: pâtisserie d'annie
243084; Sauce_vegetarienne; frigo; tomate, oignon, carotte, céleri, épices
243085; Chocolat_noir_54; tablette; fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille 
243087; Cannelloni_au_veau_frais; frigo; semoule de blé dur, veau, oeufs, chapelure de pain
243092; Lasagne_a_la_viande; frigo; semoule de blé dur, oeufs, boeuf et porc régionaux, tomate, oignon, carotte, céleri, poivron, épices.
243098; MAISON_DE_SUCRE_DU_PAYS; tablette; sirop d'érable
243102; ROTI_DE_POITRINE_DE_DINDE_ATTACHEE; congelo; rôti de poitrine de dinde attachée
243104; JUS_DHERBE_DE_BLE_PUR_CONGELE; congelo; jus d'herbe de blé pur
243113; Escalopes_de_veau; congelo; veau
243116; Roti_de_palette_de_veau; congelo; veau
243117; Farine_de_sarrasin; tablette; grain de sarrasin biologique.
243118; Feuillete_Veau_fume_et_camembert; congelo; pâte feuilletée(farine de blé enrichie, huile végétale,graine de coton,lécithine de soya,eau,sirop de maïs,sel,acide ascorbique,) veau, veau fumé,camenbert:(lait,crème,culture bactérienne,sel,enzyme microbienne,chlorure de calcium.
243126; Yogourt_VANILLE; frigo; lait de chèvre pasteurisé, sucre de canne roux, ferment, extrait de vanille pure
